date,close
2016-06-16,35.213
2016-06-19,35.307
2016-06-20,35.444
2016-06-21,35.524
2016-06-22,35.744
2016-06-23,34.26
2016-06-26,34.057
2016-06-27,34.563
2016-06-28,34.76
2016-06-29,35.177
2016-06-30,35.513
2016-07-04,35.245
2016-07-05,35.449
2016-07-06,35.363
2016-07-07,35.889
2016-07-10,36.36
2016-07-11,36.626
2016-07-12,36.474
2016-07-13,36.79
2016-07-14,36.782
2016-07-17,37.66
2016-07-18,37.671
2016-07-19,37.854
2016-07-20,37.721
2016-07-21,37.964
2016-07-24,37.876
2016-07-25,37.883
2016-07-26,38.099
2016-07-27,38.292
2016-07-28,39.567
2016-07-31,40.047
2016-08-01,40.006
2016-08-02,39.946
2016-08-03,39.863
2016-08-04,40.347
2016-08-07,40.262
2016-08-08,40.374
2016-08-09,40.425
2016-08-10,40.41
2016-08-11,40.353
2016-08-14,40.298
2016-08-15,40.06
2016-08-16,40.271
2016-08-17,40.138
2016-08-18,39.983
2016-08-21,39.848
2016-08-22,39.83
2016-08-23,39.68
2016-08-24,39.565
2016-08-25,39.661
2016-08-28,39.791
2016-08-29,39.596
2016-08-30,39.493
2016-08-31,39.57
2016-09-01,39.844
2016-09-05,40.401
2016-09-06,40.4
2016-09-07,40.142
2016-09-08,39.424
2016-09-11,39.941
2016-09-12,39.436
2016-09-13,39.523
2016-09-14,40.062
2016-09-15,39.899
2016-09-18,39.77
2016-09-19,39.989
2016-09-20,40.252
2016-09-21,40.798
2016-09-22,40.748
2016-09-25,40.133
2016-09-26,40.537
2016-09-27,40.503
2016-09-28,40.132
2016-09-29,40.203
2016-10-02,40.019
2016-10-03,40.14
2016-10-04,40.062
2016-10-05,40.154
2016-10-06,40.036
2016-10-09,40.709
2016-10-10,40.479
2016-10-11,40.588
2016-10-12,40.204
2016-10-13,40.23
2016-10-16,40.342
2016-10-17,41.075
2016-10-18,41.355
2016-10-19,41.082
2016-10-20,41.203
2016-10-23,41.787
2016-10-24,41.427
2016-10-25,41.105
2016-10-26,40.868
2016-10-27,40.978
2016-10-30,40.495
2016-10-31,40.274
2016-11-01,39.421
2016-11-02,39.11
2016-11-03,39.055
2016-11-06,40.102
2016-11-07,40.599
2016-11-08,40.28
2016-11-09,39.015
2016-11-10,38.588
2016-11-13,37.661
2016-11-14,38.758
2016-11-15,38.999
2016-11-16,39.308
2016-11-17,38.799
2016-11-20,39.24
2016-11-21,39.25
2016-11-22,38.95
2016-11-24,39.012
2016-11-27,39.29
2016-11-28,39.472
2016-11-29,38.794
2016-11-30,38.217
2016-12-01,38.223
2016-12-04,38.911
2016-12-05,38.809
2016-12-06,39.574
2016-12-07,39.759
2016-12-08,40.473
2016-12-11,40.395
2016-12-12,40.767
2016-12-13,40.895
2016-12-14,40.783
2016-12-15,40.492
2016-12-18,40.625
2016-12-19,40.76
2016-12-20,40.61
2016-12-21,40.484
2016-12-22,40.39
2016-12-26,40.497
2016-12-27,40.229
2016-12-28,40.144
2016-12-29,39.623
2017-01-02,40.401
2017-01-03,40.389
2017-01-04,40.651
2017-01-05,41.261
2017-01-08,41.359
2017-01-09,41.301
2017-01-10,41.493
2017-01-11,41.477
2017-01-12,41.547
2017-01-16,41.373
2017-01-17,41.451
2017-01-18,41.219
2017-01-19,41.409
2017-01-22,42.222
2017-01-23,42.477
2017-01-24,42.923
2017-01-25,42.849
2017-01-26,42.252
2017-01-29,41.192
2017-01-30,41.01
2017-01-31,40.762
2017-02-01,40.913
2017-02-02,41.007
2017-02-05,41.081
2017-02-06,41.462
2017-02-07,41.494
2017-02-08,41.503
2017-02-09,41.743
2017-02-12,41.948
2017-02-13,42.002
2017-02-14,41.866
2017-02-15,42.109
2017-02-16,42.328
2017-02-20,42.463
2017-02-21,42.568
2017-02-22,42.55
2017-02-23,42.39
2017-02-26,42.484
2017-02-27,42.247
2017-02-28,42.838
2017-03-01,42.493
2017-03-02,42.454
2017-03-05,42.364
2017-03-06,42.558
2017-03-07,42.682
2017-03-08,42.892
2017-03-09,43.07
2017-03-12,43.229
2017-03-13,43.296
2017-03-14,43.42
2017-03-15,43.5
2017-03-16,43.619
2017-03-19,43.396
2017-03-20,42.507
2017-03-21,42.49
2017-03-22,41.983
2017-03-23,41.757
2017-03-26,41.926
2017-03-27,42.032
2017-03-28,42.494
2017-03-29,42.474
2017-03-30,42.39
2017-04-02,42.838
2017-04-03,42.629
2017-04-04,42.445
2017-04-05,42.255
2017-04-06,42.105
2017-04-09,42.085
2017-04-10,41.994
2017-04-11,42.073
2017-04-12,42.009
2017-04-16,42.757
2017-04-17,42.7
2017-04-18,42.826
2017-04-19,43.004
2017-04-20,42.948
2017-04-23,43.947
2017-04-24,44.442
2017-04-25,44.457
2017-04-26,44.572
2017-04-27,46.226
2017-04-30,46.641
2017-05-01,46.855
2017-05-02,47.423
2017-05-03,47.736
2017-05-04,47.514
2017-05-07,47.935
2017-05-08,47.836
2017-05-09,47.742
2017-05-10,47.795
2017-05-11,47.757
2017-05-14,47.961
2017-05-15,48.231
2017-05-16,47.109
2017-05-17,47.525
2017-05-18,47.733
2017-05-21,48.204
2017-05-22,48.527
2017-05-23,48.881
2017-05-24,49.593
2017-05-25,49.664
2017-05-29,49.808
2017-05-30,49.355
2017-05-31,49.415
2017-06-01,49.806
2017-06-04,50.194
2017-06-05,49.834
2017-06-06,50.08
2017-06-07,50.214
2017-06-08,48.506
2017-06-11,48.091
2017-06-12,48.525
2017-06-13,48.396
2017-06-14,48.009
2017-06-15,47.931
2017-06-18,48.761
2017-06-19,48.45
2017-06-20,48.93
2017-06-21,48.831
2017-06-22,49.305
2017-06-25,48.605
2017-06-26,47.405
2017-06-27,48.051
2017-06-28,46.891
2017-06-29,46.484
2017-07-02,45.973
2017-07-04,46.613
2017-07-05,46.385
2017-07-06,47.04
2017-07-09,47.55
2017-07-10,47.677
2017-07-11,48.383
2017-07-12,48.443
2017-07-13,48.846
2017-07-16,48.798
2017-07-17,49.348
2017-07-18,49.639
2017-07-19,49.61
2017-07-20,49.692
2017-07-23,49.915
2017-07-24,48.451
2017-07-25,48.265
2017-07-26,47.626
2017-07-27,47.917
2017-07-30,47.275
2017-07-31,47.328
2017-08-01,47.382
2017-08-02,47.015
2017-08-03,47.29
2017-08-06,47.288
2017-08-07,47.21
2017-08-08,47.004
2017-08-09,46.18
2017-08-10,46.505
2017-08-13,46.947
2017-08-14,46.904
2017-08-15,47.213
2017-08-16,46.383
2017-08-17,46.309
2017-08-20,46.044
2017-08-21,47.02
2017-08-22,47.129
2017-08-23,46.845
2017-08-24,46.525
2017-08-27,46.407
2017-08-28,46.788
2017-08-29,47.182
2017-08-30,47.762
2017-08-31,47.6
2017-09-04,47.074
2017-09-05,47.101
2017-09-06,47.495
2017-09-07,47.07
2017-09-10,47.165
2017-09-11,47.332
2017-09-12,47.522
2017-09-13,47.007
2017-09-14,46.765
2017-09-17,46.488
2017-09-18,46.843
2017-09-19,47.377
2017-09-20,47.378
2017-09-21,47.163
2017-09-24,46.714
2017-09-25,46.872
2017-09-26,47.995
2017-09-27,48.241
2017-09-28,48.686
2017-10-01,48.374
2017-10-02,48.604
2017-10-03,48.339
2017-10-04,49.26
2017-10-05,49.682
2017-10-08,49.616
2017-10-09,49.39
2017-10-10,50.283
2017-10-11,50.283
2017-10-12,50.394
2017-10-15,50.468
2017-10-16,50.55
2017-10-17,50.637
2017-10-18,50.092
2017-10-19,50.254
2017-10-22,49.277
2017-10-23,49.425
2017-10-24,49.573
2017-10-25,49.571
2017-10-26,51.684
2017-10-29,51.657
2017-10-30,51.652
2017-10-31,52.13
2017-11-01,52.149
2017-11-02,52.5
2017-11-05,52.134
2017-11-06,52.62
2017-11-07,52.915
2017-11-08,52.386
2017-11-09,52.208
2017-11-12,52.06
2017-11-13,52.082
2017-11-14,51.821
2017-11-15,52.424
2017-11-16,51.795
2017-11-19,51.733
2017-11-20,52.515
2017-11-21,52.596
2017-11-23,52.826
2017-11-26,53.601
2017-11-27,53.165
2017-11-28,51.869
2017-11-29,51.809
2017-11-30,51.253
2017-12-03,50.594
2017-12-04,50.98
2017-12-05,51.636
2017-12-06,52.229
2017-12-07,52.469
2017-12-10,52.599
2017-12-11,52.439
2017-12-12,52.57
2017-12-13,52.874
2017-12-14,53.6
2017-12-17,54.254
2017-12-18,53.989
2017-12-19,53.678
2017-12-20,53.543
2017-12-21,53.443
2017-12-25,53.293
2017-12-26,53.01
2017-12-27,52.798
2017-12-28,52.67
2018-01-01,53.661
2018-01-02,54.576
2018-01-03,54.788
2018-01-04,55.515
2018-01-07,55.711
2018-01-08,55.64
2018-01-09,55.507
2018-01-10,55.603
2018-01-11,56.533
2018-01-15,56.535
2018-01-16,56.955
2018-01-17,56.799
2018-01-18,57.175
2018-01-21,58.208
2018-01-22,58.809
2018-01-23,58.564
2018-01-24,59.107
2018-01-25,59.378
2018-01-28,59.324
2018-01-29,58.869
2018-01-30,59.111
2018-01-31,59.079
2018-02-01,55.96
2018-02-04,53.12
2018-02-05,54.222
2018-02-06,52.771
2018-02-07,50.386
2018-02-08,52.314
2018-02-11,52.728
2018-02-12,52.707
2018-02-13,53.635
2018-02-14,54.568
2018-02-15,54.775
2018-02-19,55.18
2018-02-20,55.688
2018-02-21,55.495
2018-02-22,56.405
2018-02-25,57.185
2018-02-26,55.876
2018-02-27,55.196
2018-02-28,53.571
2018-03-01,54.207
2018-03-04,54.738
2018-03-05,55.045
2018-03-06,55.752
2018-03-07,56.469
2018-03-08,58.042
2018-03-11,58.297
2018-03-12,56.996
2018-03-13,57.445
2018-03-14,57.53
2018-03-15,56.721
2018-03-18,55.003
2018-03-19,54.79
2018-03-20,54.7
2018-03-21,52.658
2018-03-22,51.328
2018-03-25,52.704
2018-03-26,50.347
2018-03-27,50.259
2018-03-28,51.857
2018-04-01,50.632
2018-04-02,50.934
2018-04-03,51.486
2018-04-04,51.632
2018-04-05,50.498
2018-04-08,51.005
2018-04-09,51.825
2018-04-10,51.253
2018-04-11,51.865
2018-04-12,51.802
2018-04-15,52.305
2018-04-16,53.968
2018-04-17,53.77
2018-04-18,54.473
2018-04-19,53.866
2018-04-22,53.691
2018-04-23,51.132
2018-04-24,51.15
2018-04-25,52.165
2018-04-26,51.573
2018-04-29,50.929
2018-04-30,52.038
2018-05-01,51.302
2018-05-02,51.315
2018-05-03,52.55
2018-05-06,52.973
2018-05-07,52.93
2018-05-08,54.448
2018-05-09,55.274
2018-05-10,55.169
2018-05-13,55.33
2018-05-14,54.244
2018-05-15,54.204
2018-05-16,54.063
2018-05-17,53.482
2018-05-20,54.201
2018-05-21,53.765
2018-05-22,54.298
2018-05-23,54.273
2018-05-24,54.204
2018-05-28,53.403
2018-05-29,53.874
2018-05-30,55.0
2018-05-31,56.75
2018-06-03,57.652
2018-06-04,57.551
2018-06-05,57.348
2018-06-06,56.721
2018-06-07,56.636
2018-06-10,57.045
2018-06-11,57.41
2018-06-12,57.212
2018-06-13,58.006
2018-06-14,57.963
2018-06-17,59.179
2018-06-18,58.935
2018-06-19,59.204
2018-06-20,58.472
2018-06-21,58.465
2018-06-24,56.964
2018-06-25,56.631
2018-06-26,55.847
2018-06-27,56.339
2018-06-28,56.46
2018-07-01,57.105
2018-07-02,55.814
2018-07-04,57.064
2018-07-05,57.754
2018-07-08,58.364
2018-07-09,58.357
2018-07-10,58.573
2018-07-11,60.063
2018-07-12,60.221
2018-07-15,59.826
2018-07-16,60.654
2018-07-17,60.646
2018-07-18,59.955
2018-07-19,59.894
2018-07-22,60.55
2018-07-23,62.908
2018-07-24,63.797
2018-07-25,64.275
2018-07-26,62.645
2018-07-29,61.502
2018-07-30,61.361
2018-07-31,61.65
2018-08-01,62.057
2018-08-02,61.908
2018-08-05,61.884
2018-08-06,62.792
2018-08-07,63.067
2018-08-08,63.223
2018-08-09,62.626
2018-08-12,62.432
2018-08-13,62.907
2018-08-14,61.611
2018-08-15,61.203
2018-08-16,60.793
2018-08-19,61.098
2018-08-20,60.871
2018-08-21,61.088
2018-08-22,61.058
2018-08-23,61.838
2018-08-26,62.814
2018-08-27,62.293
2018-08-28,63.233
2018-08-29,62.722
2018-08-30,61.59
2018-09-03,60.566
2018-09-04,59.955
2018-09-05,59.2
2018-09-06,58.879
2018-09-09,58.753
2018-09-10,59.5
2018-09-11,58.58
2018-09-12,59.107
2018-09-13,58.899
2018-09-16,57.991
2018-09-17,58.355
2018-09-18,58.713
2018-09-19,59.579
2018-09-20,58.606
2018-09-23,58.978
2018-09-24,59.695
2018-09-25,59.703
2018-09-26,60.368
2018-09-27,60.354
2018-09-30,60.427
2018-10-01,60.382
2018-10-02,60.576
2018-10-03,58.854
2018-10-04,58.391
2018-10-07,57.796
2018-10-08,57.259
2018-10-09,54.608
2018-10-10,54.537
2018-10-11,56.027
2018-10-14,55.122
2018-10-15,56.654
2018-10-16,56.379
2018-10-17,54.896
2018-10-18,55.259
2018-10-21,55.568
2018-10-22,55.746
2018-10-23,52.856
2018-10-24,55.18
2018-10-25,54.188
2018-10-28,51.737
2018-10-29,52.476
2018-10-30,54.529
2018-10-31,54.299
2018-11-01,53.575
2018-11-04,52.787
2018-11-05,53.479
2018-11-06,55.412
2018-11-07,54.732
2018-11-08,53.851
2018-11-11,52.468
2018-11-12,52.399
2018-11-13,52.729
2018-11-14,53.552
2018-11-15,53.414
2018-11-18,51.371
2018-11-19,51.523
2018-11-20,52.172
2018-11-22,51.505
2018-11-25,52.797
2018-11-26,52.614
2018-11-27,54.59
2018-11-28,54.729
2018-11-29,55.483
2018-12-02,55.818
2018-12-03,53.124
2018-12-05,53.904
2018-12-06,52.329
2018-12-09,52.659
2018-12-10,53.083
2018-12-11,53.687
2018-12-12,53.677
2018-12-13,52.586
2018-12-16,51.283
2018-12-17,52.171
2018-12-18,51.773
2018-12-19,51.179
2018-12-20,49.563
2018-12-23,49.234
2018-12-25,52.393
2018-12-26,52.645
2018-12-27,52.334
2018-12-30,52.248
2019-01-01,52.734
2019-01-02,51.274
2019-01-03,53.903
2019-01-06,53.796
2019-01-07,54.268
2019-01-08,54.083
2019-01-09,53.942
2019-01-10,53.224
2019-01-13,52.576
2019-01-14,54.326
2019-01-15,54.476
2019-01-16,54.956
2019-01-17,55.365
2019-01-21,53.932
2019-01-22,54.221
2019-01-23,54.2
2019-01-24,55.076
2019-01-27,53.993
2019-01-28,53.503
2019-01-29,54.9
2019-01-30,56.295
2019-01-31,55.931
2019-02-03,57.071
2019-02-04,57.593
2019-02-05,56.145
2019-02-06,55.296
2019-02-07,55.119
2019-02-10,55.106
2019-02-11,56.379
2019-02-12,56.432
2019-02-13,56.46
2019-02-14,55.982
2019-02-18,56.326
2019-02-19,56.03
2019-02-20,55.211
2019-02-21,55.828
2019-02-24,55.866
2019-02-25,56.101
2019-02-26,56.145
2019-02-27,56.328
2019-02-28,57.426
2019-03-03,57.671
2019-03-04,58.46
2019-03-05,58.247
2019-03-06,57.543
2019-03-07,57.499
2019-03-10,58.963
2019-03-11,59.863
2019-03-12,59.953
2019-03-13,59.627
2019-03-14,59.515
2019-03-17,59.427
2019-03-18,60.123
2019-03-19,61.322
2019-03-20,61.807
2019-03-21,60.383
2019-03-24,59.869
2019-03-25,59.492
2019-03-26,58.901
2019-03-27,58.614
2019-03-28,58.845
2019-03-31,59.949
2019-04-01,60.277
2019-04-02,60.54
2019-04-03,60.973
2019-04-04,60.573
2019-04-07,60.414
2019-04-08,60.135
2019-04-09,60.323
2019-04-10,60.479
2019-04-11,61.137
2019-04-14,61.326
2019-04-15,61.596
2019-04-16,62.007
2019-04-17,62.074
2019-04-21,62.688
2019-04-22,63.53
2019-04-23,63.003
2019-04-24,63.367
2019-04-25,63.871
2019-04-28,64.81
2019-04-29,59.948
2019-04-30,58.666
2019-05-01,58.326
2019-05-02,59.478
2019-05-05,59.673
2019-05-06,58.943
2019-05-07,58.539
2019-05-08,58.399
2019-05-09,58.382
2019-05-12,56.829
2019-05-13,56.243
2019-05-14,58.54
2019-05-15,59.225
2019-05-16,58.439
2019-05-19,57.233
2019-05-20,57.722
2019-05-21,57.793
2019-05-22,57.267
2019-05-23,56.93
2019-05-27,56.978
2019-05-28,55.997
2019-05-29,56.071
2019-05-30,55.325
2019-06-02,51.937
2019-06-03,52.725
2019-06-04,52.232
2019-06-05,52.388
2019-06-06,53.418
2019-06-09,54.138
2019-06-10,54.052
2019-06-11,53.955
2019-06-12,54.551
2019-06-13,54.315
2019-06-16,54.695
2019-06-17,55.262
2019-06-18,55.226
2019-06-19,55.66
2019-06-20,56.268
2019-06-23,55.835
2019-06-24,54.379
2019-06-25,54.016
2019-06-26,53.832
2019-06-27,54.14
2019-06-30,55.0
2019-07-01,55.63
2019-07-02,56.15
2019-07-04,56.634
2019-07-07,55.84
2019-07-08,56.215
2019-07-09,57.046
2019-07-10,57.204
2019-07-11,57.267
2019-07-14,57.526
2019-07-15,57.673
2019-07-16,57.337
2019-07-17,57.362
2019-07-18,56.578
2019-07-21,56.961
2019-07-22,57.402
2019-07-23,56.987
2019-07-24,56.797
2019-07-25,62.261
2019-07-28,62.092
2019-07-29,61.4
2019-07-30,60.91
2019-07-31,60.589
2019-08-01,59.816
2019-08-04,57.738
2019-08-05,58.554
2019-08-06,58.796
2019-08-07,60.31
2019-08-08,59.445
2019-08-11,58.725
2019-08-12,59.837
2019-08-13,58.213
2019-08-14,58.466
2019-08-15,58.961
2019-08-18,60.022
2019-08-19,59.177
2019-08-20,59.579
2019-08-21,59.576
2019-08-22,57.679
2019-08-25,58.559
2019-08-26,58.541
2019-08-27,58.688
2019-08-28,59.712
2019-08-29,59.527
2019-09-02,58.478
2019-09-03,59.114
2019-09-04,60.61
2019-09-05,60.316
2019-09-08,60.264
2019-09-09,60.285
2019-09-10,61.0
2019-09-11,61.749
2019-09-12,62.002
2019-09-15,61.582
2019-09-16,61.494
2019-09-17,61.633
2019-09-18,61.938
2019-09-19,61.492
2019-09-22,61.735
2019-09-23,60.917
2019-09-24,62.297
2019-09-25,62.115
2019-09-26,61.298
2019-09-29,61.057
2019-09-30,60.3
2019-10-01,58.896
2019-10-02,59.472
2019-10-03,60.548
2019-10-06,60.413
2019-10-07,59.507
2019-10-08,60.12
2019-10-09,60.474
2019-10-10,60.786
2019-10-13,60.889
2019-10-14,62.112
2019-10-15,62.15
2019-10-16,62.64
2019-10-17,62.221
2019-10-20,62.214
2019-10-21,62.06
2019-10-22,62.882
2019-10-23,62.955
2019-10-24,63.215
2019-10-27,64.449
2019-10-28,63.033
2019-10-29,63.035
2019-10-30,62.94
2019-10-31,63.613
2019-11-03,64.48
2019-11-04,64.572
2019-11-05,64.551
2019-11-06,65.347
2019-11-07,65.45
2019-11-10,64.914
2019-11-11,64.861
2019-11-12,64.809
2019-11-13,65.458
2019-11-14,66.677
2019-11-17,65.992
2019-11-18,65.63
2019-11-19,65.093
2019-11-20,65.007
2019-11-21,64.684
2019-11-24,65.282
2019-11-25,65.65
2019-11-26,65.607
2019-11-28,65.205
2019-12-01,64.443
2019-12-02,64.737
2019-12-03,65.947
2019-12-04,66.348
2019-12-05,66.97
2019-12-08,67.15
2019-12-09,67.145
2019-12-10,67.213
2019-12-11,67.425
2019-12-12,67.343
2019-12-15,68.035
2019-12-16,67.745
2019-12-17,67.596
2019-12-18,67.822
2019-12-19,67.561
2019-12-22,67.532
2019-12-23,67.222
2019-12-25,68.124
2019-12-26,67.732
2019-12-29,66.986
2019-12-30,66.97
2020-01-01,68.434
2020-01-02,68.076
2020-01-05,69.891
2020-01-06,69.756
2020-01-07,70.252
2020-01-08,70.989
2020-01-09,71.448
2020-01-12,72.002
2020-01-13,71.53
2020-01-14,71.96
2020-01-15,72.508
2020-01-16,73.976
2020-01-20,74.113
2020-01-21,74.194
2020-01-22,74.235
2020-01-23,73.309
2020-01-26,71.587
2020-01-27,72.525
2020-01-28,72.835
2020-01-29,72.713
2020-01-30,71.639
2020-02-02,74.13
2020-02-03,72.271
2020-02-04,72.303
2020-02-05,73.799
2020-02-06,73.956
2020-02-09,75.433
2020-02-10,75.503
2020-02-11,75.932
2020-02-12,75.67
2020-02-13,75.937
2020-02-17,75.972
2020-02-18,76.244
2020-02-19,75.85
2020-02-20,74.173
2020-02-23,70.993
2020-02-24,69.316
2020-02-25,69.524
2020-02-26,65.748
2020-02-27,66.963
2020-03-01,69.316
2020-03-02,66.886
2020-03-03,69.08
2020-03-04,65.738
2020-03-05,64.787
2020-03-08,60.79
2020-03-09,63.759
2020-03-10,60.545
2020-03-11,55.578
2020-03-12,60.713
2020-03-15,53.65
2020-03-16,55.903
2020-03-17,54.56
2020-03-18,55.584
2020-03-19,53.411
2020-03-22,52.707
2020-03-23,56.501
2020-03-24,55.081
2020-03-25,58.146
2020-03-26,55.513
2020-03-29,57.316
2020-03-30,58.098
2020-03-31,55.105
2020-04-01,55.852
2020-04-02,54.635
2020-04-05,59.16
2020-04-06,59.128
2020-04-07,60.35
2020-04-08,60.329
2020-04-12,60.521
2020-04-13,63.262
2020-04-14,62.865
2020-04-15,62.872
2020-04-16,63.95
2020-04-19,63.058
2020-04-20,60.608
2020-04-21,62.921
2020-04-22,63.559
2020-04-23,63.83
2020-04-26,63.543
2020-04-27,61.629
2020-04-28,67.109
2020-04-29,67.335
2020-04-30,65.866
2020-05-03,66.145
2020-05-04,67.451
2020-05-05,67.272
2020-05-06,68.464
2020-05-07,69.217
2020-05-10,70.179
2020-05-11,68.759
2020-05-12,67.417
2020-05-13,67.843
2020-05-14,68.653
2020-05-17,69.259
2020-05-18,68.72
2020-05-19,70.458
2020-05-20,70.338
2020-05-21,70.662
2020-05-25,71.069
2020-05-26,71.014
2020-05-27,70.912
2020-05-28,71.676
2020-05-31,71.744
2020-06-01,72.116
2020-06-02,71.963
2020-06-03,70.715
2020-06-04,72.001
2020-06-07,72.402
2020-06-08,72.604
2020-06-09,73.235
2020-06-10,70.095
2020-06-11,70.646
2020-06-14,71.037
2020-06-15,72.324
2020-06-16,72.627
2020-06-17,71.706
2020-06-18,71.232
2020-06-21,72.533
2020-06-22,73.199
2020-06-23,71.635
2020-06-24,72.055
2020-06-25,68.127
2020-06-28,69.859
2020-06-29,70.903
2020-06-30,72.1
2020-07-01,73.497
2020-07-05,74.983
2020-07-06,74.496
2020-07-07,75.18
2020-07-08,75.933
2020-07-09,76.951
2020-07-12,75.612
2020-07-13,76.043
2020-07-14,75.844
2020-07-15,75.746
2020-07-16,75.843
2020-07-19,78.192
2020-07-20,77.796
2020-07-21,78.242
2020-07-22,75.838
2020-07-23,75.411
2020-07-26,76.472
2020-07-27,75.183
2020-07-28,76.176
2020-07-29,76.919
2020-07-30,74.398
2020-08-02,74.138
2020-08-03,73.665
2020-08-04,73.955
2020-08-05,75.248
2020-08-06,74.919
2020-08-09,74.841
2020-08-10,74.027
2020-08-11,75.362
2020-08-12,75.833
2020-08-13,75.232
2020-08-16,75.812
2020-08-17,77.789
2020-08-18,77.23
2020-08-19,78.813
2020-08-20,78.779
2020-08-23,79.258
2020-08-24,80.292
2020-08-25,82.207
2020-08-26,81.426
2020-08-27,81.972
2020-08-30,81.477
2020-08-31,82.754
2020-09-01,85.87
2020-09-02,81.476
2020-09-03,79.061
2020-09-07,76.18
2020-09-08,77.362
2020-09-09,76.303
2020-09-10,75.788
2020-09-13,75.441
2020-09-14,76.756
2020-09-15,75.605
2020-09-16,74.352
